"word" "lemma" "pos" "combo_avg" "combo_mult" "combo_mult2"
"mean_same" 0.768286487007668 0.74688275114284 0.642728707800462 0.71929931531699 0.424880053715019 0.700123223358323
"mean_diff" 1.00886745407849 1.00965186823863 1.01306482245866 1.01052804825859 1.04207518414445 1.57470442360321
"mean_gap" 0.240580967070821 0.262769117095794 0.370336114658195 0.291228732941603 0.617195130429429 0.87458120024489
"sd_same" 0.164023120727708 0.176093726350122 0.192327082570197 0.168964130673548 0.258786320259963 0.388388238369858
"sd_diff" 0.0507426074863091 0.0519208990643343 0.124851868665268 0.0675893597737734 0.204882990877916 0.27037023493788
"error" 0.117362880981227 0.108844983033528 0.133377665510679 0.106325998266008 0.099803042710953 0.0991256939331922
