 BartelAnton_SLV00094-L2_1 BedenekJakob_SLV00024-L2_1 CankarIvan_SLV00398-L2_1 CankarIvan_SLV00401-L2_1 CankarIvan_SLV00410-L2_1 CankarIvan_SLV10001-L2_1 CankarIzidor_SLV30001-L2_1 CarliLukovicAlojz_SLV10002-L2_1 CiglerJanez_SLV10003-L2_1 DetelaFran_SLV00111-L2_1 DetelaFran_SLV00112-L2_1 DetelaFran_SLV00278-L2_1 DetelaFran_SLV00363-L2_1 DetelaFran_SLV00364-L2_1 FajdigaIvan_SLV10004-L2_1 FaturLea_SLV00352-L2_1 FaturLea_SLV00502-L2_1 FaturLea_SLV00506-L2_1 FinzgarFranSaleski_SLV00273-L2_1 FinzgarFranSaleski_SLV00496-L2_1 FinzgarFranSaleski_SLV00497-L2_1 FinzgarFranSaleski_SLV00498-L2_1 FinzgarFranSaleski_SLV10005-L2_1 GovekarFran_SLV00048-L2_1 GovekarFran_SLV10030-L2_1 GrudenJosip_SLV00425-L2_1 JaklicFran_SLV00126-L2_1 JaklicFran_SLV00373-L2_1 JanezicKraljevIvan_SLV00135-L2_1 JelencVitomirFeodor_SLV10006-L2_1 JurcicJosip_SLV00216-L2_1 JurcicJosip_SLV00217-L2_1 JurcicJosip_SLV00279-L2_1 JurcicJosip_SLV10007-L2_1 JurcicJosip_SLV10008-L2_1 JurcicJosip_SLV10009-L2_1 JurcicJosip_SLV10010-L2_1 JurcicJosip_SLV10011-L2_1 KersnikJanko_SLV00058-L2_1 KersnikJanko_SLV00187-L2_1 KersnikJanko_SLV00194-L2_1 KersnikJanko_SLV10029-L2_1 KocevarFerdo_SLV20001-L2_1 KoderAnton_SLV00098-L2_1 KoderAnton_SLV00099-L2_1 KoderAnton_SLV00103-L2_1 KoderAnton_SLV10012-L2_1 KovacicIvo_SLV10013-L2_1 KraigherAlojz_SLV00355-L2_1 KvederZofka_SLV10014-L2_1 KvederZofka_SLV10015-L2_1 LahIvan_SLV10031-L2_1 LevstikVladimir_SLV00345-L2_1 LevstikVladimir_SLV00478-L2_1 LevstikVladimir_SLV00483-L2_1 MahnicAnton_SLV10016-L2_1 MalovrhMiroslav_SLV00455-L2_1 MalovrhMiroslav_SLV00456-L2_1 MalovrhMiroslav_SLV00458-L2_1 MalovrhMiroslav_SLV00459-L2_1 MalovrhMiroslav_SLV00460-L2_1 MalovrhMiroslav_SLV00461-L2_1 MalovrhMiroslav_SLV10017-L2_1 MaseljPodlimbarskiFran_SLV00132-L2_1 MaseljPodlimbarskiFran_SLV00310-L2_1 MaseljPodlimbarskiFran_SLV10018-L2_1 MencingerJanez_SLV00174-L2_1 MeskoKsaver_SLV00072-L2_1 MilcinskiFran_SLV10019-L2_1 MurnikRado_SLV00473-L2_1 MurnikRado_SLV00476-L2_1 MurnikRado_SLV00526-L2_1 NadlisekMarica_SLV10020-L2_1 PajkPavlina_SLV00231-L2_1 PajkPavlina_SLV00234-L2_1 PajkPavlina_SLV00240-L2_1 PajkPavlina_SLV10021-L2_1 PesjakLuiza_SLV00227-L2_1 PodmilsakJosip_SLV00122-L2_1 PregeljIvan_SLV00417-L2_1 PrelesnikMatija_SLV00452-L2_1 PrelesnikMatija_SLV00454-L2_1 PrepeluhAlbin_SLV10022-L2_1 SketJakob_SLV00172-L2_1 SketJakob_SLV20002-L2_1 SorliIvo_SLV00325-L2_1 StritarJosip_SLV10023-L2_1 StritarJosip_SLV10024-L2_1 StritarJosip_SLV10025-L2_1 StrukeljIvan_SLV00090-L2_1 StrukeljIvan_SLV00092-L2_1 TavcarIvan_SLV00136-L2_1 TavcarIvan_SLV00324-L2_1 TavcarIvan_SLV00406-L2_1 TavcarIvan_SLV10026-L2_1 TrostIvo_SLV00421-L2_1 VodebEmil_SLV10027-L2_1 VosnjakJosip_SLV10028-L2_1 ZbasnikFran_SLV00391-L2_1 ZbasnikFran_SLV10032-L2_1
BartelAnton_SLV00094-L2_1 0.0 0.9618213552062752 1.5420655252876203 1.4860635837616614 1.4302098847582259 1.4814499894057542 1.2151885272680139 0.8029298931678315 0.5393299749347774 1.1306527433419915 0.9184972970983208 1.27661892756282 1.0074051217753524 1.2650342010203433 0.8616812955518744 1.2372139816854688 1.2467115829297812 1.1667613612995145 1.1390390416087204 1.1935942973141989 1.209860028742119 1.3425217055820926 1.227889451064704 1.162858621323048 1.0762704855191012 0.8821297126088562 1.172380287613761 1.2663211875488183 0.8849976435379722 1.0709898356984269 0.7822778592735131 0.8179608367877862 0.7408678133741055 0.7179085789886674 0.787842145890808 0.7334263381028114 0.5976887909994473 0.9121308243527948 1.0025846348606524 1.1123031123661495 0.9848330902312064 1.1908157913908912 0.41243606606403727 0.7074413703994581 1.019002972932001 0.7845564409674192 0.7796203773089213 1.1612146455656738 1.1902772522292573 1.363844266123862 1.2957252212250452 1.0682317850574161 1.4206270569682626 1.2044131630093184 1.346879706697044 0.6529339934266494 0.9104868127851465 0.8904918181400615 0.8599834954710545 0.9233843291627909 1.0028627620169734 1.0384898998598795 0.6579637562301579 1.0308839047398377 1.0101597453290854 1.0087349822321536 0.8334327057863837 1.010953900443688 1.2750265922925197 0.9610053736027537 1.1180314545276784 1.1522890622189095 1.151638023924581 0.7569352130350008 0.9665683229926713 0.9174473453319204 0.9184097562053014 0.9730973154783655 0.7292705135304206 1.279238190548732 0.9087102412198326 0.8767251436691202 1.120397966681358 0.5993283115532598 0.7650755989898624 1.2247852772281174 0.9591453841761993 0.9376892919558338 1.082741774473429 1.0214183401964376 0.8907507588109581 1.0780565972322724 0.9625431926822695 0.9593170818142362 1.0422355414280475 0.9895853259444555 1.3422128099664263 1.0075078808200417 1.2976138693986194 1.3949681812381822
BedenekJakob_SLV00024-L2_1 0.9618213552062752 0.0 1.4797938294440895 1.424041043371051 1.469302230303591 1.5738993095369944 1.0793297374686661 0.8652813202760882 0.8754626612671321 1.0218232063570267 1.07137733883079 0.918254804918699 0.8494403741988942 0.9556411289135801 0.828986743934872 0.9604504704857253 1.3538178306790842 0.9252440550283335 1.1265004625928614 1.2007059580092736 1.3483184120218863 1.0802860137654497 1.1720353045654104 1.2464701645714051 1.1449389424344147 1.0229241099737305 0.821941151160032 0.9030613471919108 0.9256512766719073 1.3599935639799412 0.8668982567870623 0.7720251225512462 0.8789637475426841 0.8180028978065021 0.8620373938114466 0.8866974683324284 0.905989371035437 0.8706064220217145 1.0873214728141933 1.0442836529688218 1.0887678048765337 1.0369664513639705 0.8655912632347724 0.9315200137436986 0.782999746702906 0.8800112596808887 0.9408974569775915 0.7978216793254154 1.1300041872598072 1.223573762453795 1.2437125494983892 1.184362415237813 1.3110508512059953 0.8484809561061635 1.125834813811197 0.7348815060639364 1.1477436090705535 1.2259745975494316 0.9933578129877926 1.1188799315080227 1.2552951769099712 1.1639639268161674 0.85047541893047 0.8796255179919155 1.0319855114073606 1.040252517004399 0.7844885119894174 1.2672315069815896 1.0681156676709116 0.9181099994314129 1.0838776198376074 1.0452088163926159 1.0102522063854036 0.9143238749758502 1.1045063591887325 0.8986634429705269 1.1160924404454349 0.9853868300498716 0.8444925134298613 1.1648400324692867 0.9233773315285554 0.9591903279862836 1.5405606285176987 1.0496363923930372 1.034428376873767 0.9381615985158976 0.8735453483412693 0.788399642709988 0.9890872843275272 0.6782444324782885 0.718776295298975 0.7534530180622423 0.9583228590799223 1.0037421331900789 0.988880108935022 0.8207513500029623 1.2518037157708457 1.1945424814130654 1.0748946299588886 0.9827811184213474
CankarIvan_SLV00398-L2_1 1.5420655252876203 1.4797938294440895 0.0 0.2170088529123763 0.4288868721388847 0.23939880459667853 0.7748701466648409 1.4553306409197888 1.2620829159336244 1.096252099592524 1.1981131049575575 1.0127359225042947 0.9657969647881451 0.8701276833545065 1.4568271795668648 1.1536480804880058 0.7428035134288795 1.21866441863962 1.0346504430968233 0.7795473697179615 0.75571061431762 0.5951205663149687 0.8172738733391637 0.9167592634762177 0.791478115439752 1.3137611708250174 0.999479016846853 0.8908292230805438 1.4359316810688885 0.9514642350070368 1.2217091872287427 1.4892975889851754 1.2573739800843409 1.1992236153561988 1.1512004641381042 1.3097277138789725 1.4807815833267337 1.1305996506530929 0.9720947950810416 0.9824173852788597 1.1657815223387171 0.8123378481560243 1.4506364525613678 1.5443020119188813 1.2699833326362993 1.6144822777979144 1.5726986469300224 0.9698316627282472 0.776244868046698 0.7678110650491107 0.7400031591046974 0.900419046608744 0.5544242085812204 1.0183161857677714 0.9288324135381228 1.6318783670687307 1.278892583650788 1.0028071641818583 1.2152614328877787 1.3205647000050444 0.9970830577014017 1.1113032228446817 1.2990998131275715 1.086510199855003 1.0754584904348412 1.0588399926926095 1.6053473522349218 0.9534078938481351 0.6514203986726903 1.0081516227552254 0.8743966473469119 0.8647112653316856 1.0624460501070876 1.3736221534840654 1.177688254085122 1.5505141916158725 1.1666985931263376 1.0642222147295608 1.4344632513487703 0.5656294627256534 1.303039796430117 1.247634823317189 0.6258241825217074 1.5675187666353674 1.3367704919759917 0.6595706112422202 1.3215598695989843 1.216032210446291 1.1204305272283508 0.9309056892890994 1.1624518331395517 1.2037008816008035 1.046206204445628 1.0266631142122968 1.1084737965090778 1.3191362086657612 0.773395333564957 0.8436731685158968 0.9137483456610844 0.984478538112878
CankarIvan_SLV00401-L2_1 1.4860635837616614 1.424041043371051 0.2170088529123763 0.0 0.18083248812628494 0.06588983137993064 1.012078806972968 1.6771883276470168 1.3952653895712879 1.0599584630261103 1.1990607819871326 1.210896520141993 1.1374497133585673 1.1366766898907619 1.8761909565984471 1.2786047017056206 0.5560943419905312 1.4043409236511817 0.9252020191365338 0.6636757351196557 0.49611052839256736 0.7947599148991917 0.6905370703758058 0.9685510991623553 0.9113301051342539 1.216012391896453 1.1301497555402396 1.2901140632995356 1.2148803594226882 0.7676673570091028 1.1065444313686683 1.379805140065685 1.3047563790029004 1.292400386533537 1.3232739185623879 1.2651214227432088 1.3744479829253486 1.1856787921616412 1.0502257778870774 1.1123134598797395 1.114760363955072 0.9732351730269792 1.6292328345060727 1.256345797881004 1.2231938278937253 1.570527500804437 1.4617086384062894 1.309373789931233 1.0307488983931965 0.5615847741895397 0.6793961672442688 0.7393235964711309 0.6177155174308155 1.2010110137957144 1.0142983249465447 1.6050434350035248 1.024013265782358 1.1044869136493263 1.1256641335292514 1.1091242316609373 1.0258992362685804 1.1766647600401157 1.7788732088682262 1.1481741605933082 0.9304343071968619 1.1167216532125999 1.6015132860713293 0.9261431618698048 0.6895850286046104 1.239549292987285 0.9397906375527696 0.8704830872756143 1.092984296262606 1.5715042863661526 1.1236635677820985 1.4803816563549463 1.1225590947239008 1.202440318790948 1.247540602350068 0.8110465882482 1.465010365971065 1.4328017174318244 0.549096893989608 1.5521647738414772 1.249785324327055 0.7387836006631276 1.3617128841811783 1.1486647098284775 1.0573575300640004 1.1708446091829101 1.2484951662359434 1.4402030410286093 0.8995097624356219 1.0742244611656242 0.7602821919616931 1.2929743906547648 0.7503080863753528 0.9441938005731684 0.7019592674460263 0.8355816579582266
CankarIvan_SLV00410-L2_1 1.4302098847582259 1.469302230303591 0.4288868721388847 0.18083248812628494 0.0 0.24581951464491233 1.0151851602538082 1.736164472709716 1.4059351550848451 1.0408840834049393 1.3604596306780106 1.2104672235763865 1.3836638852553746 1.361547085717806 1.4871134315397037 1.4721369832080304 0.8664001217090166 1.5445799435704826 0.9646024435234888 0.8570212770529352 0.6487474440237995 1.1536685584476856 1.0350287135393088 1.0298575753405483 1.057983568208535 1.201115848084458 1.225198195226535 1.3389129457332078 1.0370640631953003 0.6032101299023142 1.220107924917798 1.2519317327112383 1.2313596025759437 1.2467787779501276 1.2699916366126758 1.0686940761117183 1.188583708486047 1.204655533492043 0.9510888926206202 1.0826885508625224 1.0304153165974992 1.050995789070878 1.6903978936827468 1.1714278855315754 1.2183983630033501 1.2263186081950443 1.1535754931264726 1.5358289510749352 0.9035037135181119 0.45227123493826615 0.6255715640959019 0.742403235534514 0.5923506315369986 1.3858954077858807 0.9223808155414182 1.576392782673861 0.9811473751988157 1.0149103702123263 1.076832496287726 1.0280248631450641 0.8418761985215236 0.9130320637052957 1.790764443331767 1.0892147379952215 1.0512139787738126 1.1471958918304563 1.2514014874047812 0.7881585953325516 1.0423520893752445 1.1989778406478144 1.126757117840419 1.0526547964636692 0.9861734906648352 1.3726177891935964 0.8106892932557055 1.0273460654120368 0.8751617657134659 1.2548877300374879 1.1084721876434367 1.220357981726345 1.343404905668768 1.2818551129492062 0.6210610897091158 1.1282353142101131 1.1013655380145726 0.7936900666895907 1.0251277725249182 0.9236644485399873 0.7895877027619347 1.2785268126219385 1.1463487040241511 1.4283420272496588 1.046403686503624 1.1800237731332823 0.9096478096925811 1.0889462694969476 0.8808314507663634 0.9968828229017875 0.6016944363368086 0.6862653970452807
CankarIvan_SLV10001-L2_1 1.4814499894057542 1.5738993095369944 0.23939880459667853 0.06588983137993064 0.24581951464491233 0.0 1.0802761095225917 1.4259704527435253 1.4580372662226393 1.059946086301089 1.1821378249761048 1.2778675598588076 1.3425365615036413 1.3307141875169486 1.6933358380968944 1.078702643033768 0.4720398565827603 1.1281413308243626 0.8156175265656561 0.7060211547048383 0.46087477418981126 0.8360478431557816 0.656725738321088 0.8542620452815121 0.9312879750376777 1.1584288087695003 1.15823501824301 1.3789650082719969 1.1317533290613777 0.8190017137165011 1.1322948676957034 1.3325554116507408 1.4078335416560135 1.4090147536461295 1.357694156570212 1.3390380687658443 1.2911325368265263 1.1889565307860719 1.0430630916599142 1.0604375362828273 1.1340852578143865 0.8884674646135265 1.528449487369453 1.2835382253470333 1.3048222741140627 1.5297969713121544 1.3431643507402506 1.3251020343840352 0.9967424357918471 0.5689112722565833 0.6800850630371787 0.8830687973120946 0.5931512840078287 1.0750111374459188 1.0164557067708655 1.5733047078258464 1.0790942585407144 1.1068044888691675 1.1002345764917358 1.1252672520250468 1.0725261188997643 1.2186645130989533 1.61865143303817 1.1613955514697991 1.051842509865195 1.1604998499030605 1.4789010633139985 0.828199541551984 0.7650187024086641 1.1069524885833215 0.8185712827690572 0.767636278661954 1.1594939901242818 1.4321467372509467 1.157519135957095 1.3957735476565774 1.0488300039894691 1.0254840083213272 1.3126981196629892 0.803302177275642 1.3940360333630475 1.3289142892316625 0.504077681881571 1.4429583060330005 1.0523266235907347 0.9815610248886731 1.297195466635586 1.2458398293636446 1.034126965125932 1.2976620467649547 1.4207634596315064 1.3338860970758102 0.9555114061819112 1.0652916419229261 0.8524556418198769 1.2814516181485451 0.7848611263055892 1.108169343512823 0.8645623844499235 0.9892383353097699
CankarIzidor_SLV30001-L2_1 1.2151885272680139 1.0793297374686661 0.7748701466648409 1.012078806972968 1.0151851602538082 1.0802761095225917 0.0 1.053102547094879 0.8682185818327548 1.2545925010630945 1.430761710488673 1.0082513826093389 1.0142615486894342 0.9593288265720117 0.9179619851235267 0.8467249039368745 1.0884660062152447 0.9251964310923951 1.0454577708012252 0.8489206480386737 1.0252450172778225 0.7527504117095609 1.0696401539556684 1.2370842936756514 1.0677322744251825 1.291649424379843 1.0956409585626228 0.9004341181382399 1.2641172583528992 1.0142703532234358 1.1424171151216613 1.1420639519124678 0.8787706980032839 0.8617746537260033 0.9211707516279816 0.9642758867527049 1.260947524182751 0.9021745158433039 1.2005639107877804 1.16930142646791 1.1649864043106952 1.0511081594910046 1.2194671020522072 1.270832798032036 1.0500181031279563 1.0623892535127977 1.2277315953630883 0.9359933244854878 0.7630576729674197 0.7109238006938309 0.8516932860313778 0.9448618289582791 0.857058418170243 0.7393303222562437 1.0218021085189781 1.119523772719313 1.2204888254402395 0.9791267886323732 1.0895356472934392 1.1855360775082346 0.9810958133909461 0.9675010778907627 0.8418228547168685 0.922943204004197 1.238477651331644 0.9974310602931107 1.039584350372101 1.1932778816571816 0.9727859004483781 1.0928047338181441 0.8583663736732922 1.1523721740825537 0.8626180071783907 0.9621824000787481 1.118881022786051 1.0542806945985932 0.9961633543377386 0.8384435856644727 1.1482538643280944 0.8109798672766312 1.0898672616949134 1.063452125397129 0.8242884946603172 1.1203809052620328 1.2995602184403796 0.8300761645447482 0.8105107119076774 0.9950105214087079 0.9681940493605024 0.8829415037649857 0.9511659408975486 0.9596755891737364 0.932079005038371 1.0325017881073504 1.059149715515674 1.1088193711187753 1.200758043885026 0.947100640588087 1.1868661202444506 1.0997777448969226
CarliLukovicAlojz_SLV10002-L2_1 0.8029298931678315 0.8652813202760882 1.4553306409197888 1.6771883276470168 1.736164472709716 1.4259704527435253 1.053102547094879 0.0 1.0069789113964842 1.133745675767095 0.7968776990832561 1.1408469060446829 1.1293081194383479 1.2232482820670594 0.4970861103189346 0.290284784674307 0.727620891354509 0.20821262516119274 0.850405332196428 0.9736566519168101 0.9564800970255192 1.1063505636823416 0.6148687124731915 0.9256992866240106 0.7624109075535147 0.4811348822244876 1.0337125592064622 1.1796913838427225 0.9737786556113558 1.5659450079083734 1.2082194235833477 0.7968397857916205 1.236823400647306 1.4967428960090772 1.1833025738735297 1.3459467929430482 1.0129598273988873 1.1766297485246338 1.2549849274823035 1.263527699021388 1.1461278740540752 1.2954981719447718 0.5704837904205904 0.9481074274399554 0.7934534810564507 0.7745979100030733 0.7263602250619924 0.7285598000695817 0.8507593067606821 1.5573505804712942 1.2953541256264618 1.4409360893609853 1.186531309463337 0.27042788744907925 0.9613274472703854 0.560099228214134 1.0589792612860192 1.3251654540721527 1.251806521242911 1.0391184934010234 1.6813862032025422 1.6287410180202049 0.44051622389568745 1.1129502331555758 1.0309314829021008 0.8247579213995962 0.6147431063351049 0.8897888545612518 1.1218680389769637 0.728193287652073 0.6986231979366145 0.5957394940878586 1.540295464763287 0.8358726767863457 1.549270892587198 0.9653379095403778 1.1631506790473496 0.5926367450759947 1.0811869146130269 1.0172024494125342 0.7921759989501501 0.7087120619085184 1.3027673199061638 1.0907343805639853 0.6978563448998565 1.5343416474891154 0.7848226115990931 1.2741495700667282 0.9509932851675428 1.4482378194232313 1.6272018859256776 0.6365812743836363 1.2813398657516597 1.1761765660866883 1.4019373965779418 1.1562186442266864 1.0717661584759144 1.2373751055738225 2.0361350804361615 1.892768667332788
CiglerJanez_SLV10003-L2_1 0.5393299749347774 0.8754626612671321 1.2620829159336244 1.3952653895712879 1.4059351550848451 1.4580372662226393 0.8682185818327548 1.0069789113964842 0.0 1.207615218201446 1.1355846147895123 1.0985654674993623 0.6669540368426603 0.8665907584418859 1.1679875678473621 1.1855156327518273 1.4653593674391359 1.1940489681639328 1.3035139643786373 1.1284613895482176 1.3036850004225313 1.0159319218180205 1.3984707484306214 1.3975256196942696 1.3450588662709455 1.454235150074069 0.8125676555572384 0.7095408110738313 1.0754188182558437 1.2284522285024049 0.7544541405137326 0.8627585218593936 0.42817390958030915 0.34879602034013213 0.5144929213417437 0.5362822302239069 0.6502143418852249 0.5076654797731086 1.265787193408626 1.3403699258019757 1.1456458428506924 1.2561871352644942 0.585781236173652 1.1446158897003862 0.9486598698871637 0.9067925143668306 1.3951643352014833 1.0136615269175346 1.1277963508871518 1.1223652358192884 0.8787504887037426 1.2706760440346878 1.4664401764686243 0.9690227740674077 1.4960499454034277 0.8185771765560763 1.0060005684127202 0.9187721136864215 0.8416805149849733 0.9898707457822762 0.9422220542954777 0.7940895841740097 0.7571928713067653 1.0600030058901417 1.2220359258542548 1.180223887584622 1.0949690042538318 1.4545204074514255 0.9624567507943527 1.0967151058972369 1.1600115022577435 1.4601019686390686 1.092134049789278 0.8619373341311659 1.1743496105358062 1.0254134943513356 1.0279395687581714 0.963775396741849 0.8655965622461775 1.0731223757168626 1.009847541219198 1.0854131411904904 1.2786693719248072 0.8456140762261679 1.158841433111226 1.0239692626430672 0.7301199836315846 0.5544361714640063 0.7497411451936732 0.6525496735865637 0.7419277199166243 1.2942766273604043 0.8975001645134738 1.0298180921593292 0.9097698368984538 1.1103671819872478 1.6351090412628642 1.127323842057875 0.9986736994550909 1.0414284873109538
DetelaFran_SLV00111-L2_1 1.1306527433419915 1.0218232063570267 1.096252099592524 1.0599584630261103 1.0408840834049393 1.059946086301089 1.2545925010630945 1.133745675767095 1.207615218201446 0.0 0.39433471396926484 0.37728056815066824 0.7243881913350286 0.5551749503701023 1.241863093158024 0.9779950539426316 0.9159212153085078 0.995254593046412 1.0586472524431962 1.200471515120639 1.1895910765584108 1.1891948178303293 1.0191462167543535 1.1050394058846322 1.0583804750770978 0.9690452722049326 0.7408781166430226 0.8909586360652989 0.8323658288640121 0.9710296230483928 0.9707192112551943 1.0918728591396767 1.23249640208815 1.1671027661326638 1.2562320942234162 1.2943733306303244 1.0630615393066163 1.1573228373049589 0.8739551150772938 0.6783460965868928 0.8109244313365629 0.7630394201385963 1.2239923660218015 0.8559169364992502 1.0830094513817208 1.0454740808191139 0.9743894098053586 1.041530116269214 1.1431075870904477 1.2024401527213644 1.1913840333989598 0.8987547864560038 1.1291862597773823 1.2231717104937287 1.0131184775308704 1.0435059037527432 0.9235410542365815 0.956134649500386 1.0694585544116655 1.010151457102865 1.1152540643157607 1.0070942721057439 1.2138228853254263 1.0589242336934375 0.9950407783912821 1.129240051673122 1.156301776073301 1.2960137673622871 0.9068281786371685 1.280844454718702 1.3057613790792781 1.1534761350416498 1.0635821123215827 1.084158892864418 0.9827785636621683 1.0980542496684171 1.0229518455270903 0.9459144749218731 1.0176521569881425 0.9900849932850896 1.0215944085710953 1.1368774235190673 1.2593804371625874 0.9843397025142064 1.1819414176032317 1.1773841653047323 1.1548093163065696 1.1309012248431405 1.0634757775614285 0.8270619888193824 0.8494149759225068 0.9886556888423391 1.2041663403578866 1.140254001072032 1.0788445354454663 1.0554451800565647 0.8949582928291268 0.9930841454781654 0.8571166069404395 0.9007349899603116
