"word" "lemma" "pos" "combo_avg" "combo_mult" "combo_mult2"
"mean_same" 0.927976863265111 0.772289534238351 0.667962600544518 0.789409666015993 0.490942926877409 0.547261018578184
"mean_diff" 1.01144183922217 1.01468875025678 1.01657792708295 1.0142361721873 1.05114529366145 1.58704708281696
"mean_gap" 0.0834649759570616 0.242399216018433 0.348615326538431 0.224826506171308 0.560202366784038 1.03978606423877
"sd_same" 0.0421230705114473 0.0906411292656192 0.135513358992103 0.0797412007789243 0.161093753289252 0.431719670399447
"sd_diff" 0.0277777345264633 0.0586094892794276 0.148272314277559 0.068069412911606 0.209352459135941 0.275862214693659
"error" 0.127224134616767 0.0533947451094223 0.122945955677852 0.0682252292899688 0.0689787709566928 0.0737193002320666
