"word" "lemma" "pos" "combo_avg" "combo_mult" "combo_mult2"
"mean_same" 0.886792759411178 0.802911921616234 0.674271451642236 0.787992044223216 0.498556214727068 0.351981881781409
"mean_diff" 1.01055383817815 1.01146205709208 1.01231872607481 1.01144487378168 1.04684755078161 1.58066231496902
"mean_gap" 0.123761078766974 0.20855013547585 0.33804727443257 0.223452829558465 0.548291336054543 1.22868043318761
"sd_same" 0.0665243384202154 0.0900412387963259 0.17192749546616 0.0984390102262622 0.209603038839506 0.452463905687778
"sd_diff" 0.0524066977724483 0.0671758418150288 0.149670859128347 0.0772944150109501 0.235901175956704 0.310958500984996
"error" 0.172978577272745 0.100142984683881 0.17106203699209 0.112054669861826 0.122271631618608 0.0555382677468796
