"AguilarGrace_ENG18470Aguilar_1" "AinsworthWilliamHarrison_ENG18500Ainsworth_1" "AnsteyF_ENG18820Anstey_1" "ArlenMichael_ENG19201Arlen_1" "BaringGouldSabine_ENG18980BaringGould_1" "BarryWilliamFrancis_ENG18870Barry_1" "BellocLowndesMarie_ENG19121Belloc_1" "BensonEdwardFrederic_ENG18930Benson_1" "BensonStella_ENG19190Benson_1" "BlackmoreRichardDoddridge_ENG18640Blackmore_1" "BraddonMaryElizabeth_ENG18621Braddon_1" "BronteCharlotte_ENG18570Bronte_1" "BronteEmily_ENG18471Bronte_1" "BroughtonRhoda_ENG18830Broughton_1" "BroughtonRhoda_ENG18871Broughton_1" "BroughtonRhoda_ENG18901Broughton_1" "BuchanJohn_ENG19150Buchan_1" "CairdMona_ENG18941Caird_1" "CarrollLewis_ENG18652Carroll_1" "ChestertonGilbertKeith_ENG19080Chesterton_1" "CholmondeleyMary_ENG18973Cholmondeley_1" "CliveCarolineWigley_ENG18600Clive_1" "CollinsWilkie_ENG18760Collins_1" "ConradJoseph_ENG19170Conrad_1" "CraikDinahMarie_ENG18630Craik_1" "CrossVictoria_ENG18950Cross_1" "DickensCharles_ENG18481Dickens_1" "DickensCharles_ENG18530Dickens_1" "DickensCharles_ENG18540Dickens_1" "DisraeliBenjamin_ENG18440Disraeli_1" "DisraeliBenjamin_ENG18450Disraeli_1" "DisraeliBenjamin_ENG18800Disraeli_1" "DixonEllaHepworth_ENG18940Dixon_1" "DoyleArthurConan_ENG18900Doyle_1" "EliotGeorge_ENG18610Eliot_1" "EliotGeorge_ENG18660Eliot_1" "EliotGeorge_ENG18721Eliot_1" "ForsterEdwardMorgan_ENG19100Forster_1" "FowlerEllenThorneycroft_ENG19004Fowler_1" "GaskellElizabethCleghorn_ENG18482Gaskell_1" "GissingGeorge_ENG18911Gissing_1" "GlynElinor_ENG19001Glyn_1" "GriffithsMajorArthurGeorgeFrederick_ENG18961Griffiths_1" "GrossmithGeorge_ENG18920Grossmith_1" "HamiltonCicely_ENG19191Hamilton_1" "HardyThomas_ENG18860Hardy_1" "HarradenBeatrice_ENG18931Harraden_1" "HornungErnestWilliam_ENG19111Hornung_1" "JenkinsJohnEdward_ENG18702Jenkins_1" "JeromeJeromeK_ENG19011Jerome_1" "KavanaghJulia_ENG18552Kavanagh_1" "KingsleyCharles_ENG18510Kingsley_1" "LawrenceDavidHerbert_ENG19200Lawrence_1" "LeeVernon_ENG18840Lee_1" "LewisPercyWyndham_ENG19180Lewis_1" "LintonElizabethLynn_ENG18720Lynn_1" "LyallEdna_ENG18872Lyall_1" "LyttonEdwardBulwer_ENG18741Bulwer_1" "MacDonaldGeorge_ENG18953Macdonald_1" "MachenArthur_ENG19070Machen_1" "MaletLucas_ENG18960Malet_1" "MallockWilliamHurrell_ENG18770Mallock_1" "MasonAlfredEdwardWoodley_ENG19010Mason_1" "MorrisWilliam_ENG18972Morris_1" "NesbitEdith_ENG18890Nesbit_1" "NesbitEdith_ENG19020Nesbit_1" "NesbitEdith_ENG19060Nesbit_1" "OliphantLaurence_ENG18700Oliphant_1" "OliphantMargaret_ENG18661Oliphant_1" "Ouida_ENG18670Ouida_1" "Ouida_ENG18740Ouida_1" "Ouida_ENG18831Ouida_1" "PhillpottsEden_ENG18970Phillpots_1" "ReadeCharles_ENG18632Reade_1" "ReynoldsGeorgeWilliamMcArthur_ENG18460Reynolds_1" "SharpEvelyn_ENG18954Sharp_1" "SilberradUnaLucy_ENG19071Silberrad_1" "SinclairCatherine_ENG18410Sinclair_1" "SkeneFelicia_ENG18490Skene_1" "SteelFloraAnnie_ENG19005Steel_1" "StrettonHesba_ENG18641Stretton_1" "ThackerayWilliamMakepeace_ENG18480Thackeray_1" "TrollopeAnthony_ENG18551Trollope_1" "TrollopeAnthony_ENG18650Trollope_1" "TrollopeAnthony_ENG18742Trollope_1" "TrollopeFrancesMilton_ENG18400Trollope_1" "TupperMartinFarquhar_ENG18411Tupper_1" "WardHumphryMrs_ENG18880Ward_1" "WardHumphryMrs_ENG18951Ward_1" "WardHumphryMrs_ENG19091Ward_1" "WellsHerbertGeorge_ENG18952Wells_1" "WellsHerbertGeorge_ENG19090Wells_1" "WellsHerbertGeorge_ENG19120Wells_1" "WestRebecca_ENG19181West_1" "WhiteWilliamHale_ENG18850Rutherford_1" "WoolfVirginia_ENG19192Woolf_1" "YeatsWilliamButler_ENG18910Yeats_1" "YongeCharlotteMary_ENG18531Yonge_1" "YongeCharlotteMary_ENG18560Yonge_1" "YongeCharlotteMary_ENG18651Yonge_1"
"AguilarGrace_ENG18470Aguilar_1" 0 1.08090848767397 0.991228175256041 1.00512841137628 1.06532200335345 0.997421502416193 1.04733887039812 1.02096804967346 1.07580577919176 0.956394459486772 1.02854878401785 0.971503895026516 0.972937135362079 0.993058664286906 1.04011788367838 0.96736451258211 1.19614194245443 0.90890192651597 1.09998500628298 1.16069878405049 0.968445273163463 0.933144013911645 1.03265234686244 1.06049000389461 0.870916907520136 1.09220693129936 1.0100693558935 1.04564680730733 1.05667044429465 0.915092961780862 0.975143346037071 0.922059499097915 1.11890922182202 1.15324156389508 1.0289452189112 1.02179446757234 0.964184161087979 1.01590833901057 0.905649838176336 0.900119042267546 0.915560835052536 1.06586518541203 1.06113137930528 1.00248775759509 1.08445244486538 1.06904696747354 0.921691291595426 1.04625632222249 1.0208037469388 1.08836040079089 0.930726414905496 0.984044106802316 1.12852390150439 0.947504872381876 1.09724949122756 0.979331986907598 0.89577981229119 0.925278872100426 1.1235149561466 1.06830400338143 0.999911309523089 0.988019765034458 1.11349391424677 1.05202870828227 1.0314122193186 1.10183621729001 1.14198164069845 0.939034342027183 0.921131047914661 1.03762092106191 1.05554822037528 1.08464072557792 1.03551782973137 1.04735621786795 0.957566323535588 0.978100338719856 1.00213192877011 0.812202460617312 0.787749950031884 1.09822546656963 0.999465408161513 0.989678818187973 0.910380345734564 0.923663959007229 1.04431369750199 0.860900329821353 0.84905062444403 1.0460098486296 1.12705052567094 1.05002665837614 1.13775026837476 1.12080299944258 1.06308292596867 1.14408925973984 0.96252440691974 0.979127434102297 1.08952730218586 0.824606203171216 0.883939149167826 0.812688786884201
"AinsworthWilliamHarrison_ENG18500Ainsworth_1" 1.08090848767397 0 0.976602581554962 1.14810765513056 0.907254735198751 1.00338598900812 1.05318280986038 1.12705555062377 1.01073279517166 1.00522428016806 0.956390196306756 0.916645275629756 0.887267769413079 0.981668250879774 1.00769362564376 1.03223595455482 0.911012196200985 1.05129253915289 0.971524464525825 0.940904178121977 1.00699232370194 1.0558105389026 0.950696883137021 0.976085709544407 1.15390946531804 0.974139606510296 0.945559951108739 0.983003283047748 0.960074913102473 0.97237871140955 0.943169317563711 1.03668334691011 0.994637097698004 0.868356205956064 1.01133482710274 1.02091100134944 1.09350703236331 1.06903814542347 1.18451594362256 1.03830533940779 1.07248620748566 1.10517193829275 0.955897109778538 1.01081168124809 0.980537339671449 0.954597797410777 1.11935803203405 1.00570765293045 0.955535315123086 0.980544032309409 0.991394960709424 1.01992443244523 0.988116368492333 1.06346692559038 0.961420135278604 1.0985195094403 1.05418384423239 0.963318318538061 0.956786200433102 0.953052183824543 0.942469346539379 1.0710549846903 0.871386045472009 0.988704169369023 1.05801504900564 1.05141153651593 0.954235916232411 1.05289270606671 1.12195986917404 0.986588463571762 1.09732009702849 0.97462769629869 0.9817383580899 0.951251330960612 0.82251678874531 1.09529361466531 1.14589171672017 0.956592912048701 1.02840578810238 0.996002734361411 0.952443593189648 0.979409590395816 1.0416458266304 1.12232756964333 1.00924418905873 0.959646359284902 1.05048211643562 1.0131462313102 0.955253141039382 1.03741300763356 0.950915864588423 1.04343288227569 1.08506032972074 1.03241923301096 1.08241496253812 0.981276685562323 1.03079399001009 1.10850299450262 1.10640687574538 1.09479854138003
"AnsteyF_ENG18820Anstey_1" 0.991228175256041 0.976602581554962 0 1.04440229007087 1.07577414582773 1.05415704822633 0.982559612621985 0.937495910124089 1.03191466779292 0.98534473278605 1.01489576328874 1.04340198353478 0.992707602199794 1.03566924376629 1.03803776437206 1.00851249797635 0.948571329997928 1.03413301300367 0.947931543583519 1.01170823899253 1.05760258710252 0.976534958568484 1.00684249625348 0.941251839900754 1.0181695756396 1.07100657366439 0.982410052256153 0.967158869409045 0.957356329964193 1.0387844957707 1.04379649433445 1.02114257248859 1.04731671661679 0.95452694005001 0.970463567581212 0.959844470369017 0.949648133727936 0.999318592731408 1.01385712623648 1.00958964395086 0.965820995223602 0.976442361124527 0.910604085652877 0.931657424095436 1.05832439851535 1.01125443632347 0.971255256180482 0.838939659886189 1.02236613090262 0.949668722727352 1.05874959565187 1.01644255715051 1.04728431153078 1.04079290208307 0.970011163859114 1.04239031784965 1.0007008990851 1.04202023141046 1.09397137854336 1.06623042356161 1.02403419232248 1.0070693889363 1.05222462793433 1.08500745545187 0.961110150640942 0.982149939439246 0.978202192354895 0.938592415765093 0.964596296200965 1.10024575868846 1.1417080913698 1.17347199842065 1.07163984723643 0.960990495706772 1.03247942735904 0.926161601524925 0.943670414609813 1.04159240973299 1.09332662677158 1.01979214887703 1.01566217826211 1.04095289723236 0.974991984614687 0.956585177240781 1.01162230352153 0.932230326475302 1.0412271699325 1.04432073265434 1.02260743049362 1.03995697706664 1.02679735631326 1.02596477540235 1.02229552729033 1.08338521518649 1.03573941111754 1.04393279535876 1.06984301381106 0.940459236884275 0.870774908690403 0.957337210919534
"ArlenMichael_ENG19201Arlen_1" 1.00512841137628 1.14810765513056 1.04440229007087 0 1.11187057356302 1.03472861384011 0.958408168062851 0.934842483204102 0.940346639065459 0.977764205704214 1.01112538002937 1.04008790927733 1.08822667435572 1.0467877724632 0.99552684886512 1.0316552785337 0.956923779960036 1.03636998177961 1.03883576555474 0.992149482598354 0.96257419255186 1.05348284986528 1.0266189412467 0.997875447694256 0.958497765195051 0.997051009363145 1.09770697217448 1.04869617337758 1.0945371191562 1.03252911532516 1.06671683613507 1.00499370158679 0.970683007263639 1.0731037829283 1.04795024806888 1.04649174130079 1.03722730602384 0.943182922178036 0.849555157462606 1.05562571064759 0.974198873562165 0.926971768536559 1.0984291933569 0.989630672170238 1.02120293520526 1.05022973148494 0.907463139231012 0.982441663291092 1.11441730771172 0.921737742129035 1.04323234912822 0.972749007477321 1.00292444209989 0.950677731128834 1.00803431049086 0.989685345368895 0.914978979992756 1.00852774866662 1.01326044466979 0.998573122127004 1.05205885123749 0.972186464093102 1.0543837504593 1.05546628447946 0.988898416273512 0.949005100177539 1.01108720918599 1.00995052030581 0.991376035667827 0.996028170243287 0.931082049973331 0.97737787687111 1.05425459214661 1.09094049703187 1.09108510983028 0.950817376098363 0.95899138411943 1.02021061233146 1.05169448962364 1.01867420957847 1.05965880526761 1.04216620955587 1.03435607745373 0.979315378968403 1.01608294506212 1.08132168830505 1.02482420463622 0.992612460243701 1.07408138276422 1.01198568366632 1.00783403596773 0.917181952822885 0.948624339849625 0.934352913837576 0.944310336929048 1.04081065679068 0.903865323450851 1.03359837369406 1.05100088924636 1.06172339240494
"BaringGouldSabine_ENG18980BaringGould_1" 1.06532200335345 0.907254735198751 1.07577414582773 1.11187057356302 0 0.96562346665278 1.09772694216333 1.13300194006114 1.01561890709528 0.975597258723579 0.997298293907189 0.971521761751211 0.929779367336138 0.992539347022681 1.00150263644693 1.04540456312252 1.02210664841437 1.03046350802559 1.12366700616031 1.00199144570358 0.999961320497073 1.01945628950381 0.982562237278328 1.02563656746206 1.09712904600191 0.970700025406165 0.994923998043939 1.03455613797132 1.01511234870549 0.956430222981032 0.947337166214879 1.01340011714313 1.02554835830256 0.963425703495107 0.982695631553024 0.999000776041859 1.06035571952647 1.05389779536863 1.10642663166021 1.018806185728 1.12706487343266 1.07763082523735 0.975493086679396 1.10023847029229 0.931825289383468 0.977073578993367 1.12743892941301 1.07255159712133 0.925058428141031 1.12758735156352 0.995940579754513 0.981081305756792 1.00053373623757 1.08331819456841 1.01187476668311 0.976230417906249 1.10174173830239 0.935537465812427 0.881243498100511 0.967871979151464 1.00427309236537 1.0491717816738 0.90512360832109 0.839090651760159 1.07240227914863 1.04092397437884 1.04312069414319 1.02317923833823 1.14263421199305 0.876645275713999 0.959916031445512 0.840806569767983 0.90296809898939 0.92353444471513 0.883189479715846 1.074792481789 1.11062933645738 1.00238679763809 0.898963370000654 0.905080766350101 0.960481883042659 0.990411434302897 1.01817911359258 1.05942196227998 1.0062097207594 1.00899062774934 0.970764309502912 0.998179280238298 0.958031884375056 1.00676653247455 0.9750153795317 1.04847167413212 1.06130824561591 0.964273485017358 1.02162207917107 1.0618508467846 1.0360711854018 1.09837185372198 1.09338705415045 1.07686103664726
"BarryWilliamFrancis_ENG18870Barry_1" 0.997421502416193 1.00338598900812 1.05415704822633 1.03472861384011 0.96562346665278 0 1.0198086109051 1.04501092461833 1.0506338342703 1.02324280979657 0.999276554824262 0.972485783708586 0.962881597568821 0.974209742664074 1.02925564024875 0.983533691677378 1.06768207710799 0.97129355766184 1.07706778975219 1.05562653778265 0.956608871152753 0.957957610136726 0.949943772422218 1.01814443014551 1.02393734832123 1.01940162210558 0.991176723055662 1.03310132045022 1.03908378948066 0.965280411482905 0.984381613432676 0.982611634881764 1.04535714935917 1.03309566426879 1.00515008250846 0.995158804860893 0.998024952832511 1.00294934453128 1.02474844391402 0.974132033814541 1.02455923180847 1.08319078099311 1.01027704891592 1.04827794535983 0.987404001377837 0.98965205569119 1.00592343262464 1.00466637248726 1.00587708259115 1.07764561145493 1.00099477034963 0.984297302272283 1.03541167778216 1.01455848653444 1.02015686750687 0.996550459661175 1.03225438786898 0.937182927166077 0.940921604107608 0.993746836160972 1.02264359819667 0.996615542799831 0.96960974816237 0.9842009246593 1.01892490235763 1.08949642065842 1.07360565651235 0.989212990795971 1.04629469572263 0.966319051444563 1.01559912907683 0.946354105595038 0.979454706884587 1.00808927990122 0.995588985315131 1.01618920788727 1.02587896903907 0.955481778223784 0.947952008454158 1.00288002861902 0.99419351718637 1.03394300884314 1.01509705058255 1.01812197609337 1.05460062438109 0.99345871363572 1.01750027473878 0.99385325718821 1.04177508516896 1.01856459549048 1.02207266617729 1.06181209599452 1.04929487770507 1.03316740037067 0.971271278878049 0.988961474620529 1.01995570505431 0.979031125236245 0.990801300739908 1.00237147879049
"BellocLowndesMarie_ENG19121Belloc_1" 1.04733887039812 1.05318280986038 0.982559612621985 0.958408168062851 1.09772694216333 1.0198086109051 0 0.916699742197718 0.995098864468826 1.07442767699669 0.982828783547119 1.00119491667909 1.0441942746203 0.971851983890066 1.01908681324589 0.960936159854872 0.975275590059355 1.04585750429695 0.932171189745866 0.991091172926819 1.02307077069125 0.988073437270482 1.00575395965255 1.02438624227323 1.02066884017856 0.964959823743209 1.04835133882571 1.0251149608207 1.04220315131535 1.06979808536108 1.04675975292589 1.0271010075521 0.943286112279329 1.01393532960281 1.06160441312143 1.05899980726595 1.02784992350243 0.967789885395911 1.03622409273561 1.0552357572784 0.99685512310096 0.871932729000672 0.921790906054753 0.898801796828739 1.02173809053654 0.998721073567564 0.932429528126509 1.01260546426973 1.1191713770936 0.98631529290041 1.00110828036409 1.10952596064689 0.992882114129975 0.96657019197946 0.936122224560137 1.11428674955064 1.0022522058894 1.00384096469052 1.07815725923764 1.05702175321769 1.00100563000728 1.05261401997234 0.970568983797075 1.02457917679652 0.928843218438437 0.955328903087634 0.968629765108618 1.04820365896609 1.00469927008334 1.08757850800126 1.01473390454495 1.10962598174548 1.093344708999 1.02341516733706 1.02755481059986 0.963282894363535 0.915439748819988 1.04386463854611 1.09148646807308 1.02919838635823 1.05176101468292 1.00303183343764 1.03625996847789 0.960027135632382 1.0269136047038 1.06685237246268 1.08599432212801 1.0349190386369 0.993193640266719 0.930670263635673 1.03296846346092 1.03069666415476 1.01461639516148 0.983916844734802 1.08085008557809 0.966164754053013 0.973665593956814 0.995139094291383 1.00930363371173 1.02531846485988
"BensonEdwardFrederic_ENG18930Benson_1" 1.02096804967346 1.12705555062377 0.937495910124089 0.934842483204102 1.13300194006114 1.04501092461833 0.916699742197718 0 0.984023069073188 1.05588611669561 1.06141471399021 1.06241913202861 0.993798720048336 1.0241187014647 0.991896417675679 0.998433586920505 1.01386049093561 0.992796807146407 0.904742905660168 1.03399455977299 1.02970681375654 0.956176410271774 1.08047179161242 1.04402753372135 1.00498457767508 1.00300968924366 1.06203441536553 0.990670852370516 1.02704298223759 1.06582325567795 1.05290529794357 0.999777234044056 0.998242382064261 1.05999806129623 1.02075965011459 1.00314245428517 0.921834878934371 0.877716605285564 0.879291520389605 1.03783317019772 0.932307003241096 0.810380915680353 0.987677006908189 0.853581890584248 1.12348691287094 1.02524506819516 0.886509138378408 0.99804728541024 1.0615980004339 0.893538577394874 1.03390376053124 1.07284120522384 0.964890590791174 0.948728259769036 0.973026462774682 1.04542919159558 0.979772182348152 1.09663537040809 1.10368719683717 1.14593075474457 0.990987956122274 0.970162853559927 1.0909799876444 1.0833075270796 0.933853248019127 0.88181214136468 0.961803950199444 0.927023244758438 0.907383215875078 1.13888715516562 1.0331973605745 1.19917694880143 1.12592911931495 1.03811185939486 1.10565439320833 0.799371450261612 0.875342419086059 1.11942071030388 1.125051853967 1.06915131626309 1.06690927263294 1.04293468500324 1.01077849150765 0.893644098581721 1.00422151587467 1.03580537975161 1.11805102589469 1.07320538253558 1.08102988316544 0.989341609087589 1.1212267632719 0.990055569577101 0.973000482176181 1.00920847631607 1.06223456007682 0.982998135089824 1.03397001555514 0.913626172908529 0.904838770315408 0.94037527538127
"BensonStella_ENG19190Benson_1" 1.07580577919176 1.01073279517166 1.03191466779292 0.940346639065459 1.01561890709528 1.0506338342703 0.995098864468826 0.984023069073188 0 1.01538599111233 1.02697498729679 1.04003168520478 1.04866211802188 0.988847130816709 1.01484936257111 1.00363986625591 0.952655892156339 1.00923282438171 0.933165266871604 0.913284033279767 1.002238756565 1.08035814706902 1.03247756520407 0.980145192420902 1.03085278039533 0.983862868507601 1.05960416405963 1.03630005809035 1.04714949103705 1.03985017762128 0.993493486996967 1.02881364675341 0.950361911619881 1.00665927597784 1.0726915645232 1.09324483012604 1.07517160602163 0.99688129665109 0.998688509781821 1.05902602670622 1.04333777159728 0.95111095774675 1.0387026368039 0.989699109300174 0.987115422301621 1.02828850845342 0.998816624358333 0.985319756446719 1.01077816421771 0.984487611658719 0.986155913191901 1.02501714072457 0.974097872885048 0.975898122427261 0.992612087062073 1.04972502927682 1.02470556713921 1.08155387836096 0.973636344776462 0.931080520488508 0.971025026140576 0.985467047762374 1.0204981063052 1.04346388991087 1.02142103710393 0.934150233431174 0.933866156196783 1.04642473794129 1.03027230930208 1.00392279099932 0.926673912031429 0.941033163095531 0.964480292683174 1.0136135079521 1.05072309787676 1.0124577198464 1.0120491136204 1.04621100805415 1.0772549477318 0.99556146613364 1.01183772998253 1.06811254181354 1.0822529587818 1.10620965542229 1.03557724496765 1.09106845957179 1.05555696948105 1.02601988811413 0.995919109089677 1.02280157092166 0.940096163660779 0.943293341695223 0.958767064361254 0.958338487073042 1.03175395535962 1.01452664282082 0.927454686575231 1.06363377289492 1.0437127923139 1.06451229549068
"BlackmoreRichardDoddridge_ENG18640Blackmore_1" 0.956394459486772 1.00522428016806 0.98534473278605 0.977764205704214 0.975597258723579 1.02324280979657 1.07442767699669 1.05588611669561 1.01538599111233 0 0.999788615489422 1.02945913597547 0.984300274183288 1.00233549142058 0.978929474806678 1.01411332624913 0.994566301762931 1.04398757379691 1.02823168249014 1.05572607027153 1.04571202921034 1.01979209742881 1.02321351303291 1.0412159109774 0.974989509973376 1.04397015665799 1.00472925891072 1.00332114618235 0.972103908679955 1.05486594901371 1.04551433664005 1.07521861560688 1.03225247300979 0.968059928998594 1.01125008823404 1.04727987317107 1.07252309672405 1.01694057831747 0.96825611981048 0.940411962275774 1.03692985322901 0.988678440008355 1.00288216949519 1.01040760290407 1.05425579005098 1.04292524535931 1.03041533274083 1.01294406488703 1.02553341740219 1.03347039998852 0.953925627670365 0.95945197171461 1.03459867993522 1.04987460839875 1.08089901170766 1.00083884376977 1.03602672200844 1.02514209158739 0.92023128130264 1.01164496420813 1.01021897398716 1.04176144476282 1.01010104218798 0.928537854978982 1.02158576066775 0.96941309406114 1.00692380565918 1.04787785132798 1.02625088427231 0.940773600303777 0.921434974189032 0.951642584960267 0.943929287318844 0.917369343641979 1.01642219559528 1.00685842274201 1.01439735721363 0.997419386651623 1.01150465432276 1.0249723079636 0.94262743276378 1.03411901771071 1.01609035355378 1.05083721653494 1.03150578927762 0.974715410399857 0.894578182686544 1.03807753678159 0.982204965384528 1.05602625748781 0.993753548778943 1.01022702228706 1.0593797859252 1.00414253626913 1.0208840997472 1.11783583286431 1.03144932045001 1.008153363094 1.00154003017801 0.973522054892116
