"word" "lemma" "pos" "combo_avg" "combo_mult" "combo_mult2"
"mean_same" 0.755238624945124 0.753674210685799 0.669185989320921 0.726032941650615 0.418345132457513 0.691425763919196
"mean_diff" 1.00808596068864 1.00817903962565 1.01054010124856 1.00893503385428 1.03591730366392 1.56679533019256
"mean_gap" 0.252847335743518 0.254504828939848 0.341354111927638 0.282902092203668 0.617572171206408 0.875369566273364
"sd_same" 0.140385313512204 0.137341142648585 0.148709007970988 0.136816320418085 0.203231956188878 0.318927998500418
"sd_diff" 0.048190123605356 0.0449827670712973 0.118359171858538 0.0632378746591411 0.193094707577807 0.254605005087942
"error" 0.0826875659505268 0.0733434090183397 0.11075720541975 0.0776148340592086 0.0633353941957725 0.0671903029790237
