"," "a" "." "az" "-" "hogy" "s" "nem" "van" "és" "is" "egy" "!" "ez" "?" "o" "de" ";" "én" "csak" "meg" "maga" ":" "ha" "ki" "amely" "mi" "mint" "még" "már" "tud" "e" "minden" "el" "nagy" "aki" "mert" "ember" "lesz" "jó" "mond" "sem" "úr" "volna" "most" "lát" "fog" "..." "—" "sok" "kell" "vagy" "akar" "szem" "tesz" "szó" "pedig" "kéz" "úgy" "szép" "hát" "elott" "kis" "egész" "te" "ami" "oly" "ne" "áll" "szól" "-e" "megy" "két" "itt" "valami" "–" "ott" "olyan" "után" "mikor" "ok" "vesz" "nap" "jön" "akkor" "igen" "mintha" "ön" "szeret" "neki" "hisz" "más" "ad" "midon" "élet" "leány" "néz" "aztán" "hanem" "„" "ido" "fel" "asszony" "semmi" "alatt" "tart" "fej" "mindig" "hol" "be" "egyik" "majd" "nincs" "beszél" "ház" "dolog" "marad" "isten" "öreg" "világ" "vár" "se" "lélek" "talán" "mellett" "hang" "”" "érez" "gondol" "nélkül" "talál" "nagyon" "kezd" "kedves" "magyar" "le" "gyermek" "szoba" "mind" "no" "azért" "hall" "szív" "hely" "felé" "így" "»" "másik" "«" "tehát" "által" "annyi" "között" "szegény" "mégis" "arc" "él" "felel" "ugy" "név" "ér" "jár" "jut" "senki" "föld" "közt" "ül" "kér" "ismer" "mondá" "egymás" "ilyen" "pillanat" "vala" "-," "anya" "hagy" "soha" "óra" "hoz" "barát" "inkább" "alig" "három" "azonban" "fél" "egészen" "át" "míg" "levél" "azon" "végre" "föl" "ma" "igaz" "miért" "édes" "ismét" "év" "férj" "ugyan" "való" "azután" "látszik" "éppen" "fiatal" "ló" "haza" "ajtó" "bizonyos" "út" "vissza" "ész" "szerelem" "fia" "körül" "elég" "öröm" "történik" "visz" "“" "gondolat" "ellen" "ég" "új" "szabad" "ily" "ero" "ép" "férfi" "apa" "kap" "pénz" "hiszen" "boldog" "régi" "tekintet" "egyszerre" "tovább" "keres" "ért" "vég" "gróf" "igy" "legalább" "kérd" "rész" "kar" "szokik" "város" "nép" "láb" "!..." "néhány" "rossz" "kevés" "oda" "sot" "(" "pár" "eros" "többé" "magas" ")" "ablak" "valaki" "kerül" "saját" "kérdez" "ok" "lép" "ifjú" "hallgat" "egyszer" "no" "ketto" "szerint" "milyen" "ur" "baj" "atya" "jobban" "miatt" "mély" "nemes" "többi" "nehéz" "oh" "asztal" "annyira" "esik" "hosszú" "közel" "együtt" "mindenki" "közé" "szinte" "iránt" "vet" "követ" "ezen" "mennyi" "siet" "kép" "társaság" "fordul" "alá" "*" "halál" "tiszta" "könnyu" "fehér" "bár" "fekete" "hét" "miután" "ide" "enged" "fogad" "elé" "este" "kicsi" "kebel" "hölgy" "egyetlen" "török" "tetszik" "megint" "kiált" "rövid" "sötét" "család" "kissé" "ajak" "hideg" "sors" "sor" "idegen" "utolsó" "nyugodt" "óta" "vendég" "kisasszony" "álom" "udvar" "egyéb" "fájdalom" "boldogság" "vér" "csinál" "hirtelen" "kérdés" "amint" "komoly" "bír" "mutat" "bizony" "fiú" "király" "tér" "mosolyog" "ország" "kedv" "nevet" "ír" "néha" "fal" "válik" "munka" "mer" "tölt" "össze" "fa" "teljes" "olvas" "alak" "fölött" "reggel" "közül" "kocsi" "csakugyan" "szükség" "terem" "feleség" "béla" "amikor" "falu" "kor" "természetes" "ruha" "hozzá" "kálmán" "eddig" "rá" "uj" "négy" "különben" "száz" "vezet" "mivel" "rákóczi" "szent" "ágy" "találkozik" "kapu" "egyedül" "elore" "gyerek" "beszéd" "könyv" "mindjárt" "nyom" "beteg" "eset" "német" "katona" "tekint" "helyett" "elo" "ügy" "újra" "oldal" "hat" "perc" "folytat" "szél" "ezer" "szerencse" "virág" "vén" "azonnal" "tán" "nyak" "eloször" "alkalom" "kert" "elobb" "pap" "hal" "indul" "titok" "fényes" "kész" "tör" "sír" "utána" "szeretet" "utca" "reá" "váll" "meleg" "gazdag" "gazda" "küld" "hatalmas" "ahol" "alszik" "természet" "jános" "késon" "mód" "észre" "lo" "test" "tuz" "szerencsétlen" "miként" "szomorú" "remény" "elmegy" "fekszik" "bácsi" "hír" "száj" "helyzet" "megáll" "gyors" "sziv" "valóban" "távol" "köszön" "forint" "ahogy" "egy-egy" "erdo" "lakik" "ah" "m" "bir" "nej" "végig" "derék" "mindez" "mily" "jövo" "különös" "melly" "hatalom" "érzés" "nemcsak" "víz" "kör" "nevez" "otthon" "bor" "vág" "ellenség" "sohasem" "esztendo" "emlék" "nyelv" "rend" "holnap" "mellé" "haj" "tartozik" "von" "ám" "akár" "ti" "fül" "meghal" "biztos" "jelent" "emel" "üt" "darab" "mul" "nézve" "halk" "meglát" "öt" "orvos" "homlok" "vörös" "addig" "elmond" "tárgy" "folytatá" "terv" "lépés" "közben" "hogyan" "fut" "mire" "rendes" "arany" "apró" "margit" "sereg" "visel" "képes" "lány" "elol" "történet" "figyelem" "száll" "hiába" "eszik" "arcza" "támad" "szék" "?.." "hasonló" "levego" "kívül" "ekkor" "pest" "észrevesz" "fegyver" "sokáig" "annál" "halad" "kíván" "zsidó" "pista" "hamar" "bán" "szokás" "nemzet" "számára" "lassú" "legény" "iszik" "emberi" "érkezik" "zavar" "büszke" "éjszaka" "vagyon" "percz" "keresztül" "kastély" "mig" "ama" "örül" "ver" "válaszol" "mino" "császár" "igazán" "fény" "csendes" "önmaga" "kard" "ágnes" "képzel" "gyakran" "testvér" "egyenes" "rokon" "egykor" "felett" "paraszt" "cseléd" "hegy" "vágy" "báró" "éjjel" "fo" "használ" "játszik" "nyugalom" "becsületes" "igazság" "felol" "vad" "hány" "közép" "gond" "könny" "köt" "messze" "mögött" "mintegy" "állat" "drága" "távozik" "jobb" "fizet" "fogva" "vidám" "bele" "hatás" "bámul" "ritka" "valamennyi" "világos" "finom" "kötelesség" "majdnem" "kutya" "nagyságos" "zöld" "ifju" "olly" "érdek" "szenved" "diák" "elhagy" "okos" "parancsol" "istván" "tökéletes" "szerez" "bolond" "kalap" "nyájas" "öl" "rohan" "sándor" "sincs" "tanul" "egyszeru" "rögtön" "nyer" "egyre" "mielott" "tett" "szolga" "viktor" "magyarország" "kék" "tag" "hív" "templom" "mária" "viszony" "dolgozik" "valaha" "vidék" "irány" "hónap" "érzelem" "szive" "némi" "vél" "minek" "szerelmes" "mikép" "ennyi" "ügyvéd" "gergely" "megmond" "ár" "arcz" "persze" "akad" "piros" "telik" "vonás" "tömeg" "int" "készül" "szemben" "üres" "szomszéd" "társ" "jog" "szolgál" "minthogy" "megtud" "éles" "egyes" "harag" "ismeros" "ó" "folyik" "szám" "csakhogy" "eszme" "mihály" "ebéd" "tanács" "bocsát" "pál" "lehetetlen" "mag" "öcs" "ujj" "éves" "múlva" "hová" "bátor" "választ" "kifejezés" "part" "tábor" "tiszt" "’" "törvény" "félig" "hangos" "mindaz" "állít" "birtok" "kegyelem" "szükséges" "foglal" "megvan" "mindenütt" "monda" "szépség" "végez" "tele" "fiu" "régen" "mióta" "hajt" "mosoly" "tisztelet" "vezér" "hangzik" "tekintetes" "visszatér" "ezért" "kemény" "?!" "jelen" "másnap" "kiván" "grófné" "áldozat" "álló" "hadd" "jo" "ko" "hála" "széles" "tenger" "ir" "kár" "madár" "néni" "azóta" "körülmény" "grófno" "gondolkozik" "miklós" "néma"
"AbonyiArpad_HU12028_1" 10.9 6.4 4.64 2.29 2.72 1.12 1.3 1.47 1.32 0.9 1.58 0.91 0.59 0.88 0.79 0.67 0.38 0.67 0.58 0.44 0.34 0.24 0.29 0.4 0.36 0.3 0.48 0.48 0.42 0.12 0.39 0.05 0.3 0.23 0.28 0.14 0.1 0.39 0.29 0.64 0.41 0.09 0.05 0.17 0.14 0.1 0.18 0.75 0 0.23 0.08 0.12 0.21 0.2 0.16 0.13 0.14 0.14 0.27 0.15 0.09 0.05 0.12 0.18 0.25 0.05 0.01 0.16 0.05 0.06 0.17 0.15 0.12 0.2 0.15 0 0.23 0.3 0.04 0 0.05 0.05 0.08 0.16 0.06 0.08 0.12 0.06 0.2 0.12 0.19 0.04 0.1 0.03 0.09 0.55 0.18 0.08 0.07 0.12 0.09 0.05 0.11 0.14 0.04 0.04 0.12 0.06 0.03 0.04 0.02 0.08 0.15 0.09 0.13 0.17 0.06 0.06 0.06 0.06 0.07 0.15 0.11 0.04 0.04 0.11 0.12 0.1 0.14 0.06 0.04 0.12 0.07 0.06 0.01 0.03 0.07 0.05 0.05 0.06 0.08 0.09 0.02 0.05 0.07 0.06 0 0.01 0 0.07 0 0.03 0.05 0.08 0 0.01 0.04 0.21 0.13 0.04 0.08 0.01 0.03 0.05 0.04 0.01 0.05 0.04 0.02 0.01 0.02 0.17 0.03 0.01 0 0.34 0.08 0.04 0.1 0.02 0.01 0.03 0.01 0.06 0.16 0.15 0.07 0.01 0.02 0.06 0 0 0.02 0.12 0.05 0.04 0.45 0.02 0.04 0 0.02 0.15 0.09 0.03 0.04 0.07 0.01 0.05 0 0.05 0.05 0.06 0.04 0.02 0.48 0.02 0.05 0.06 0.03 0.05 0 0.02 0.01 0.03 0.01 0.01 0 0.01 0 0 0.03 0.08 0.04 0.02 0.01 0.05 0.06 0.03 0.01 0.01 0.04 0.05 0 0.02 0.04 0 0.02 0.05 0.02 0.09 0.01 0 0.04 0.02 0.07 0.01 0.08 0 0.02 0.05 0.05 0.01 0.02 0.02 0.02 0.02 0.03 0 0.06 0.01 0.02 0 0.09 0.05 0.04 0.02 0 0.11 0.08 0.05 0.01 0.06 0 0.02 0.06 0 0.01 0 0.03 0 0.01 0.02 0.03 0.07 0.04 0.03 0.03 0.03 0.02 0 0 0.06 0.01 0.06 0 0 0.02 0.01 0.01 0.03 0.04 0.07 0 0.14 0.06 0 0.02 0.01 0.01 0.06 0.05 0.09 0 0.01 0.08 0 0.02 0.02 0.02 0 0.02 0 0.01 0.09 0.03 0.01 0.01 0.01 0.02 0.06 0.02 0 0.02 0.13 0.04 0.03 0 0.01 0.03 0.02 0.04 0.02 0.01 0.03 0 0.04 0.16 0.02 0 0.01 0.09 0 0.06 0.07 0 0.03 0.03 0.01 0.03 0.03 0.01 0 0.02 0 0.02 0.02 0 0.05 0.04 0.02 0 0.02 0.02 0.01 0 0.01 0.03 0 0 0.01 0.06 0 0.01 0.01 0.01 0.03 0.04 0.01 0 0.01 0 0.01 0.03 0.01 0 0 0.02 0.05 0.01 0 0.09 0.01 0 0 0 0.02 0 0 0 0 0 0.01 0.02 0 0.03 0.05 0 0.01 0.06 0.03 0.03 0.01 0 0.02 0 0.14 0.03 0 0 0.01 0.04 0.02 0.01 0.01 0.01 0 0.05 0 0.05 0.03 0.05 0.01 0 0.03 0.01 0.01 0.05 0.02 0.02 0.04 0.01 0.01 0 0.01 0.03 0 0 0.02 0 0.01 0 0 0 0.01 0 0.05 0.05 0.04 0.01 0 0.03 0.08 0 0.02 0.02 0.01 0.04 0.03 0.01 0 0.06 0.04 0.01 0.01 0.02 0.01 0 0 0 0 0.01 0 0.01 0 0.06 0.04 0 0.04 0.06 0.01 0 0.03 0.08 0.03 0.06 0 0.02 0.03 0.01 0.01 0 0.02 0.01 0 0.01 0 0.01 0.06 0.02 0.05 0.01 0.01 0 0.03 0.03 0.05 0.03 0.01 0 0.03 0 0.04 0 0.02 0.04 0.01 0.01 0.02 0 0.01 0 0.01 0.05 0 0.02 0.02 0.01 0.03 0.11 0.06 0.01 0.01 0.01 0 0.1 0 0 0.15 0.04 0 0 0 0 0 0 0 0.02 0.01 0 0 0 0.01 0.05 0.02 0 0.02 0 0.03 0 0.02 0.14 0.03 0.01 0.01 0 0.03 0 0 0.01 0 0.02 0.04 0.08 0 0 0 0 0 0.01 0.02 0.01 0.01 0 0 0.07 0.04 0 0.06 0 0.01 0 0 0 0.04 0.04 0 0 0.01 0.01 0 0 0.02 0.07 0 0 0 0.09 0 0.01 0.01 0.01 0.03 0.05 0.01 0 0 0.01 0.02 0.05 0.01 0.03 0 0 0.01 0.03 0 0 0 0 0.02 0.04 0.02 0 0.03 0 0.02 0.02 0.01 0 0 0 0.01 0 0.01 0 0 0 0 0.01 0 0 0 0.01 0 0.02 0.01 0.01 0 0.02 0.03 0 0.01 0.05 0 0.06 0 0 0.01 0 0 0.04 0 0 0.06 0 0.06 0.06 0.01 0.02 0 0.05 0 0.03 0 0 0.03 0.01 0 0 0 0 0.03 0.01 0 0 0 0 0 0.01 0.02 0 0 0 0 0.01 0 0 0 0 0.02 0.05 0 0.03 0.01 0 0 0.01 0 0 0 0 0 0.05 0.01 0 0.01 0 0 0 0 0.01 0 0 0 0.02 0.02 0.05 0.01 0 0.01 0.02 0 0 0.05 0 0 0 0 0 0.02 0.07 0 0 0 0.02 0 0.02 0.01 0.04 0.02 0.02 0 0.04 0.36 0.01 0 0 0.03 0 0.01
"AbonyiArpad_HU12028_2" 10.05 6.85 4.9 2.67 2.87 1.54 0.97 1.42 1.18 1.32 0.92 0.76 0.72 0.96 0.78 0.34 0.31 0.47 0.47 0.43 0.42 0.43 0.41 0.42 0.44 0.38 0.5 0.37 0.35 0.23 0.38 0.09 0.26 0.14 0.25 0.17 0.13 0.32 0.27 0.52 0.34 0.18 0.07 0.17 0.11 0.29 0.26 0.77 0 0.23 0.17 0.21 0.27 0.17 0.06 0.05 0.12 0.07 0.14 0.21 0.12 0.09 0.07 0.09 0.13 0.06 0 0.24 0.11 0.03 0.05 0.23 0.06 0.22 0.12 0 0.15 0.2 0.13 0.02 0.14 0.1 0.04 0.1 0.1 0.13 0.02 0.33 0.09 0.12 0.17 0.1 0.04 0.04 0.13 0.28 0.19 0.09 0.17 0.28 0.05 0.03 0.15 0.2 0.07 0.11 0.12 0.09 0.06 0.08 0.04 0.15 0.11 0.08 0.05 0.14 0.1 0.12 0.08 0.07 0.06 0.2 0.07 0.08 0.05 0.11 0.28 0.16 0.08 0.06 0.13 0.21 0.02 0.12 0.01 0.02 0.04 0.01 0.07 0.09 0.02 0.05 0.03 0.05 0.17 0.1 0 0.02 0 0.04 0 0.05 0.03 0.04 0.04 0 0.05 0.18 0 0 0.04 0.06 0.01 0.12 0.03 0 0.03 0.08 0.08 0 0.07 0.16 0.06 0.02 0 0.11 0.04 0.08 0.06 0.03 0 0.01 0.02 0.05 0.16 0.04 0.05 0.02 0 0.01 0 0.05 0.03 0.05 0.14 0.1 0.18 0.02 0.02 0.07 0.02 0.15 0.05 0.02 0.06 0.06 0.03 0.12 0.07 0.07 0.1 0.06 0.01 0.06 0.21 0.01 0.05 0.01 0.02 0.06 0 0 0.01 0.03 0 0.02 0.01 0.08 0.01 0.09 0.01 0.04 0.01 0.02 0.03 0.05 0.02 0.02 0.04 0.04 0.08 0.05 0 0.01 0.01 0.01 0.07 0.1 0.03 0.05 0 0.03 0.02 0.02 0.03 0.01 0.05 0 0.04 0 0.05 0.04 0.04 0.04 0.07 0.05 0.01 0 0.03 0.05 0.05 0 0.07 0.08 0.02 0.01 0 0.08 0.06 0.02 0.02 0.06 0 0.02 0.04 0.02 0.01 0 0.02 0.02 0.06 0 0.01 0.02 0.05 0.03 0 0.04 0.02 0 0 0.01 0.05 0.02 0.08 0.05 0.02 0.03 0.03 0.02 0.04 0.05 0.01 0.07 0.06 0 0.04 0.01 0.01 0.08 0.04 0.01 0 0.04 0.04 0 0.07 0.02 0.02 0.01 0 0.03 0.01 0.05 0.05 0.02 0.01 0.01 0 0.06 0.01 0.02 0.01 0.04 0.05 0.02 0.01 0 0.01 0.03 0 0.05 0 0.04 0 0.08 0.06 0 0.11 0.01 0.1 0 0.07 0.02 0 0.01 0 0 0.02 0.01 0 0.06 0.02 0.03 0.01 0.02 0.04 0.04 0.04 0.04 0 0.01 0.06 0.01 0 0 0.05 0.01 0.03 0 0.01 0 0.04 0 0.01 0.01 0.03 0.02 0.01 0 0 0.01 0 0.01 0.01 0.02 0.07 0.01 0.05 0 0.01 0.02 0.05 0.04 0 0 0.01 0 0.01 0 0 0.01 0.02 0 0.06 0.03 0.03 0 0.05 0.02 0 0 0.02 0 0.01 0.03 0.01 0.01 0.01 0.03 0.08 0.04 0.06 0.02 0.01 0 0.02 0 0.08 0.06 0.04 0.01 0.01 0 0.05 0 0.01 0 0 0.02 0.01 0.03 0.01 0.03 0.02 0.01 0.01 0.02 0 0.1 0 0 0.02 0 0 0.01 0.04 0.03 0.01 0 0.02 0.01 0 0.01 0.09 0.02 0.02 0.06 0 0.01 0.01 0.02 0.01 0 0 0.04 0 0.03 0 0 0.04 0 0.01 0.04 0.04 0 0 0.03 0.02 0 0.02 0.02 0.04 0.01 0.02 0 0.03 0.04 0.01 0.02 0.01 0.01 0.02 0.06 0 0 0.02 0.06 0 0.01 0.04 0.03 0 0.01 0 0 0.01 0 0.01 0.04 0.01 0.04 0.02 0.01 0.01 0.02 0.02 0.04 0 0 0.02 0.02 0.01 0 0 0.01 0 0.07 0.01 0.01 0 0.01 0.01 0 0.08 0 0 0.03 0.03 0.01 0.02 0.02 0.01 0 0 0 0.05 0.01 0 0 0.01 0.05 0 0.01 0.06 0.01 0 0.03 0 0.03 0.09 0.01 0 0.01 0.01 0 0.01 0 0 0 0.01 0.06 0.02 0.02 0 0 0 0.01 0 0.05 0.01 0 0 0 0.01 0.01 0.01 0.03 0 0.03 0.01 0.01 0.01 0.01 0 0 0 0.01 0.02 0 0 0.01 0 0 0 0.01 0.04 0 0.02 0.01 0.01 0.01 0.08 0.05 0 0.01 0.01 0 0.06 0 0.03 0.01 0 0.01 0.04 0 0.01 0 0 0.02 0.01 0.03 0 0 0.02 0.02 0.05 0 0.01 0.01 0 0.04 0 0.01 0.01 0.02 0 0 0 0 0 0 0.03 0 0 0.02 0.02 0 0 0 0 0 0.02 0 0.01 0.01 0.01 0.01 0 0 0.05 0 0 0.06 0 0.03 0.08 0.02 0 0.01 0.02 0.06 0.08 0.02 0.01 0 0 0.03 0.03 0 0 0 0 0 0.01 0.03 0 0 0.02 0.03 0.03 0.09 0.01 0.01 0 0.03 0.05 0 0 0.01 0.05 0 0.05 0.01 0.02 0.01 0.03 0 0 0 0 0.01 0.02 0.01 0.01 0.01 0 0.01 0.02 0.05 0 0 0.02 0 0.03 0 0.03 0 0.01 0 0.02 0 0.01 0.03 0 0 0 0 0.01 0.01 0.05 0 0 0.02 0 0 0.03 0.01 0.03 0.09 0.03 0.02 0 0.19 0 0.01 0 0.01 0 0
"AbonyiLajos_HU13802_1" 8.86 6.06 5.37 3.43 2.5 1.35 0.44 1.68 1.68 0.94 1.2 0.7 0.71 0.87 0.88 0.8 0.7 0.36 0.47 0.94 0.69 0.6 0.6 0.48 0.41 0.16 0.38 0.5 0.55 0.58 0.47 0.07 0.2 0.33 0.6 0.06 0.31 0.65 0.38 0.44 0.6 0.46 0.45 0.56 0.35 0.33 0.07 1.19 0 0.25 0.25 0.26 0.21 0.27 0.27 0.15 0.35 0.38 0 0.39 0.54 0.12 0.19 0.23 0.4 0.04 0.06 0.17 0.12 0.1 0.26 0.09 0.12 0.09 0.2 0 0.21 0.38 0.03 0.24 0.06 0.21 0.05 0.15 0.17 0.03 0.2 0 0.1 0.26 0.03 0.08 0.2 0.03 0.08 0.27 0.23 0.6 0.24 0.03 0.07 0 0.11 0.18 0.07 0.07 0.37 0.14 0.07 0.02 0.02 0.12 0.06 0.18 0.08 0.24 0.05 0.2 0.08 0.08 0.01 0.02 0.08 0.08 0.03 0.03 0.03 0.01 0.23 0.04 0.02 0.29 0.03 0.03 0.01 0.05 0.1 0.02 0.09 0 0.2 0.08 0 0.03 0.05 0 0 0.08 0 0.01 0 0.06 0.03 0.33 0.14 0.09 0.04 0.19 0.32 0.04 0.05 0.06 0.15 0.06 0.07 0.01 0.02 0.02 0.06 0 0.05 0.27 0.04 0 0 0.05 0.08 0.1 0 0.05 0 0.03 0.04 0 0.01 0.06 0.08 0.01 0 0 0.01 0 0.16 0.01 0.07 0.18 0.15 0.05 0.01 0.05 0.03 0 0.18 0.05 0.17 0.04 0.07 0 0.03 0.01 0 0.07 0.15 0 0.02 0 0.03 0.02 0.08 0.04 0 0.01 0 0.05 0 0.04 0.02 0.01 0.01 0 0.08 0.03 0.13 0.11 0.1 0 0.03 0.05 0.07 0.02 0.03 0.02 0 0.19 0.02 0.05 0 0.02 0.05 0.09 0.01 0.05 0.1 0 0.05 0 0.07 0.03 0 0.03 0.01 0.03 0.03 0 0 0.03 0.03 0.01 0.06 0.03 0 0 0.04 0.06 0.2 0.05 0 0.16 0.01 0.08 0 0.02 0 0 0 0.03 0.01 0 0.02 0.02 0.06 0 0 0.01 0.01 0 0.01 0 0.02 0.02 0.01 0.05 0.01 0.01 0 0.02 0.02 0 0.01 0.02 0.04 0.04 0 0.01 0.01 0 0.01 0.04 0.03 0 0.04 0.02 0.05 0 0.03 0 0.02 0.08 0.01 0 0.02 0.02 0 0.03 0.04 0.05 0.03 0.03 0 0.02 0.05 0.02 0 0.04 0.03 0.09 0 0.02 0.01 0.03 0.02 0.02 0 0 0 0.04 0.11 0 0 0.01 0.08 0 0.07 0.01 0 0.01 0.01 0.01 0.01 0.02 0.01 0.02 0 0.01 0.01 0.01 0.03 0.02 0 0.01 0.01 0 0 0.04 0 0 0 0.05 0 0 0.04 0 0.05 0.06 0.01 0.04 0.04 0.05 0.01 0.05 0 0.03 0.03 0.01 0.01 0.04 0 0.04 0.02 0 0.05 0 0 0.03 0 0 0.01 0.01 0.02 0 0 0.01 0.03 0 0.06 0 0 0.02 0 0 0.01 0 0.02 0.02 0 0 0.02 0 0 0.01 0 0.02 0.01 0.02 0 0.07 0.01 0 0.08 0.08 0.01 0.09 0.02 0.01 0.01 0 0.11 0 0 0.01 0.03 0.05 0 0 0 0 0 0 0.01 0.03 0.01 0.03 0 0.03 0 0.09 0.04 0.02 0.02 0.02 0.01 0.04 0 0.03 0 0 0 0.05 0.06 0 0.04 0 0.1 0 0 0.02 0 0.01 0.03 0.04 0.03 0 0 0.01 0.01 0.03 0 0.03 0.09 0 0.01 0.01 0 0.05 0 0.01 0.01 0.07 0.06 0 0.01 0 0.01 0 0 0.02 0.03 0.02 0 0.02 0.02 0.01 0 0.03 0 0.04 0.02 0 0 0 0 0.02 0 0.01 0 0.01 0 0.04 0 0 0.01 0.01 0.01 0.01 0 0 0 0.03 0 0 0 0 0.09 0 0.01 0 0.02 0 0.01 0 0 0 0 0 0.05 0 0.02 0.02 0 0 0 0.01 0 0.01 0 0 0.01 0.01 0.01 0.09 0 0 0 0.02 0.01 0.02 0.03 0 0 0 0.06 0 0.05 0 0 0 0.02 0 0 0.01 0.01 0.01 0 0.04 0.01 0 0 0 0.03 0.01 0 0.02 0 0.04 0 0 0 0.02 0.03 0.04 0 0.01 0.12 0.01 0 0.01 0 0 0 0 0.03 0.01 0.02 0 0.08 0.03 0.01 0.02 0 0 0 0.03 0 0 0 0 0 0.01 0 0.01 0.05 0.01 0.13 0 0.02 0.1 0.03 0.02 0 0 0.7 0.01 0 0 0 0 0.01 0 0 0.01 0 0.01 0.01 0.01 0 0.01 0 0.01 0.01 0.04 0 0 0 0.01 0.04 0.01 0 0.04 0 0 0.07 0 0 0.04 0 0 0 0.01 0.01 0 0.01 0 0 0.01 0.02 0 0.01 0 0.01 0.04 0 0 0 0 0 0.01 0 0.02 0 0.02 0 0 0 0 0.01 0 0 0 0 0.01 0.05 0 0 0.03 0.01 0.01 0.02 0 0 0.03 0.04 0 0 0.01 0 0 0.11 0.02 0 0.01 0 0 0.03 0.01 0 0 0.03 0 0.01 0 0 0 0 0 0.01 0.02 0.01 0 0 0 0 0 0 0.01 0.01 0 0 0.02 0.03 0 0 0 0.01 0.01 0.03 0 0 0.09 0 0.02
